article_id,Genre,Onderwerp,Onderwerp2,Politiek,Genre2,text
42135871,2504 - nieuwsartikel,2495 - Sport,4,0,0,"KVC Oranje – VV Walram                        1 – 3
Keer – SV Geuldal                                    0 – 4
Kakertse Boys – VV Berg’28                  3 – 6
SV Geuldal 4 – SV Sibbe                         1 – 4
Geusselt Sport 4 – ST. IASON/RVU        5 – 1"
42135870,2510 - columns,2502 - Vervoer en werkzaamheden,5,0,4,"Mr. Ernst Loendersloot is notaris. Op de website van TV Valkenburg plaatsen we van Ernst regelmatig een column over wat er allemaal speelt op een notariskantoor. 



Meer columns van Ernst? Kijk op deze pagina: https://tvvalkenburg.tv/van-de-wieg-tot-het-graf/






Starters op de woningmarkt kunnen beter nog even wachten. 



Bij de overdracht van je nieuwe woning betaal je in principe overdrachtsbelasting via de notaris. Tenzij je een beroep kunt doen op de zogenaamde Startersvrijstelling. 



Daarvoor gelden wel wat eisen. Zo mag je nog geen 35 jaar oud zijn op het moment dat je de leveringsakte tekent. Daarnaast mag je nog niet eerder een beroep gedaan hebben op deze vrijstelling. Bovendien moet jij ook daadwerkelijk in deze woning gaan wonen. 



En: de woning mag niet meer waard zijn dan een jaarlijks door de overheid vastgesteld bedrag. 



Die grens ligt voor het jaar 2022 op € 400.000. Maar op 1 januari 2023 gaat deze grens omhoog naar € 440.000. 



De fiscus kijkt naar de dag waarop de notariële akte wordt getekend. Zit je op 31 december 2022 aan tafel bij de notaris, dan geldt de lagere grens. Maar teken je pas op 2 januari 2023 dan ligt de grens ineens 10% hoger.



Voldoe je op zich aan alle eisen voor de startersvrijstelling en ligt de koopprijs tussen de € 400.000 en € 440.000 dan wordt de datum waarop je de akte van levering bij de notaris tekent heel belangrijk. Als je die pas volgend jaar tekent, scheelt je dat namelijk 2% overdrachtsbelasting over de hele koopprijs. Dat is dus een fiscaal voordeel dat kan oplopen van € 8.000 naar € 8.800. Vergeet daarom vooral niet om tijdens de onderhandelingen met de verkopers en de makelaar de overdrachtsdatum aan de orde te stellen.




Meer columns van mij in de rubriek “Van de wieg tot het graf”? Kijk op deze pagina: https://tvvalkenburg.tv/van-de-wieg-tot-het-graf/ 



Wil je meer informatie, kijk dan eens op mijn website."
42135869,2504 - nieuwsartikel,2495 - Sport,4,0,0,"Maandag 14 november speelt het Herenteam thuis tegen koploper VC Landgraaf 2Het duel begint om 20:30 uur in de Polfermolen.
Zaterdag 19 november strijden Dames 1 vanaf 18:00 uur in de Polfermolen tegen koploper Set Up DS 1 uit Meerlo.
Het volledige programma ziet er als volgt uit:  




Datum


Tijd


Team thuis


Team uit





14-11-2022


20:30


VC S.E.C. HS 1


VC Landgraaf HS 2





17-11-2022


20:30


VC S.E.C. DS 2


Tecona ADC DS 7





17-11-2022


20:30


VC S.E.C. DR 2


Fyrfad DR 3





19-11-2022


12:00


VC Heerlen MB 2


VC S.E.C. MB 1





19-11-2022


16:00


VC S.E.C. HS 2


Revoc/VCB HS 3





19-11-2022


18:00


VC S.E.C. DS 3


VC Mestreech DS 1





19-11-2022


18:00


VC S.E.C. DS 1


Set Up DS 1"
42135868,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"Afgelopen vrijdag 11 november werd in Houthem de jaarlijkse Sint Martinusviering georganiseerd. Schutterij Sint Martinus trok samen met St. Martinus te paard met bedelaar, CV de Boschrave, JCV de Boschräefkes en de kinderen door de straten van Houthem-Zuid. Zij hadden de zaterdag ervoor in de kantine van VV IASON hun prachtige creaties geknutseld onder leiding van Jong Houthem. Omdat veel leden zowel lid zijn van de schutterij en ook van één van de carnavalsverenigingen, mochten zij in carnavalstenue hun schuttersfunctie uitdragen.

Dhr. Wortman
Saluutschoten
Bij terugkomst bij gemeenschapshuis de Holle Eik werd het Sint Martinusvuur ontstoken en werden de aanwezigen getrakteerd op het Sint Martinusverhaal door beschermheer Jan Wortmann. Na het afschieten van enkele saluutschoten genoten de kinderen van allerlei lekkernijen. Aansluitend werd bij het standbeeld van de Boschraaf de Houthemse vastelaovend officieel ingeluid, met het uit de boom halen van de raven en het zingen van het Boschravelied.
Foto’s Hay Herben


			
				
			
			
				
			
			
				
			
				
				Dhr. Wortman"
42135867,2504 - nieuwsartikel,2495 - Sport,4,0,0,"Vandaag, maandag 14 november is het precies 25 jaar geleden dat sporthal de Wiegerd door brand verwoest werd. Een ramp voor iedereen die er gebruik van maakte. Niet alleen particulieren, maar ook diverse verenigingen werden erdoor getroffen. Ruud Janssen, ook toen al voorzitter van VC S.E.C., deelde zijn persoonlijke herinneren aan die fatale dag via zijn Facebookpagina.
Onderstaande video werd gemaakt door een lid van de Valkenburgse brandweer en uitgezonden via het Valkenburg Journaal, voorloper van TV Valkenburg.
Foto van Ruud Janssen"
42135866,2504 - nieuwsartikel,2495 - Sport,4,0,0,"Het standaardteam van HV MIC heeft afgelopen zaterdagavond in de thuiswedstrijd tegen BFC 2 voor het eerst in de lopende competitie schade opgelopen. De 19-23 nederlaag was een gevolg van het feit dat zowel voor als na de pauze gedurende de eerste minuten veel tegentreffers werden geslikt. De inhaalraces werden weliswaar met veel verve ingezet, maar hadden uiteindelijk toch niet het gewenste resultaat.
Uitslagen HV MIC
MIC DA1 – Bevo DA1      33-14                          
SVM DC1 – MIC DC1       18-8
MIC D1 –  Noav D2          14-10
MIC DB1 – V&L DB2        22-11
MIC DS1 – BFC DS2         19-22
MIC DS3 – ESC’90 DS3    22-7
MIC DS2 – Sittardia DS1 16-17
Programma HV MIC
Maandag 14-11 om 19:50: V&L DS4 – MIC DS2
Vrijdag 18-11 om 18:30: MIC DC1 – Wijnandia DC1 
Zaterdag 19-11
13:30: MIC E2 – ESC’90 E1
14:25: MIC E1 – Esia E1
15:20: MIC D1 – ESC’90 D1
16:05: MIC DC1 – V&L DC3
17:05: MIC DB1 – HC Groot Venlo DB2
18:45: MIC DA1 – HC Groot Venlo DA1
20:30: MIC DS1 – BSAC DS1
Zondag 20-11
11:30: MIC DS3 – V&L DS3
13:00: MIC DS2 – Gemini D"
42135865,2504 - nieuwsartikel,2495 - Sport,4,0,0,"SV Geuldal mag niet klagen over het aantal leden. Erg gelukkig is men zelfs met de tak damesvoetbal, want die groeit gestaag. Het eerste team telt liefst 22 speelsters met op de achterhand nog 9 dames die op vrijdagavond de 18+-competitie spelen. TV Valkenburg sprak met trainer Dave Pasmans en aanvoerster Nena Sassen die hun enthousiasme niet onder stoelen of banken staken. Klik op onderstaande afbeelding voor meer informatie."
42135864,2504 - nieuwsartikel,2497 - Natuur en milieu,7,1,0,"De vijver in het Halderpark wordt opgeschoond. Voordat de gemeente hiermee kan beginnen, worden eerst enkele onderzoeken gedaan. Volgend jaar tijdens de herfst is de vijver opgeschoond."
42135863,2504 - nieuwsartikel,2502 - Vervoer en werkzaamheden,5,1,0,De oude Leeuwfabriekshal ziet er troosteloos uit. Afgelopen week maakte wethouder Kevin Rouwette van economie bekend dat de gebouwen op het voormalige bierbrouwerijterrein een andere invulling krijgen.
42135862,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"De jaarlijkse seniorendag vindt op zaterdag 19 november plaats in de Polfermolen. Het programma, dat gepresenteerd wordt door Jef Pluijmen, duurt van 09.30 tot circa 13.30 uur en ziet er als volgt uit:
09.30 – 10.00 uur: ontvangst met koffie/thee en vlaai;
10.00 – 10.15 uur: opening door wethouder Jef Kleijnen. Er wordt afscheid genomen van voorzitter Guy Caelen. Jos Scholtes wordt voorgesteld als de nieuwe voorzitter;
10.15 – 10.50 uur: optreden van de Moselsänger o.l.v. Leo van Weersch;
10.50 – 11.30 uur: lezing en film;
11.30 – 12.00 uur: pauze;
12.00 – 12.20 uur: optreden van SING-Kidskoor Vallekeberg o.l.v. Jelke en Simone;
12.20 – 12.35 uur: verrassingsact;
12.35 – 13.15 uur: optreden van de Moselsänger o.l.v. Leo van Weersch;
13.15 – 13.30 uur: tombola, afsluiting en gezellige nazit.
Schrijf u snel in via de website: seniorenraadvalkenburg.nl"
42135861,2504 - nieuwsartikel,2502 - Vervoer en werkzaamheden,5,0,0,"In verband met werkzaamheden aan het spoor rijden op zaterdag 19 november en zondag 20 november geen treinen tussen Maastricht Randwyck en Sittard (RS12).
Reizigers kunnen gebruikmaken van stop- en snelbussen tussen Maastricht en Sittard. In de vroege ochtend en late avond worden extra pendelbussen ingezet. Reizigers moeten rekening houden met een langere reistijd. Bestaande aansluitingen kunnen niet gegarandeerd worden."
42135860,2504 - nieuwsartikel,2501 - Cultuur en media,3,0,0,"Caius Spronken is de zoon van een Limburgse beeldhouwer en een Finse schilderes. Als kind verbleef hij vaak in het atelier van zijn vader in het ouderlijk huis. Geïnspireerd door zijn ouders ging hij zelf al jong aan het werk met was en verf. Hij maakt bronzen beelden en reliëfs maar ook fonteinen en andere objecten. In zijn atelierwoning, omringd door kunstvoorwerpen, vertelt Caius over zijn leven en werk. Klik op onderstaande video om deze af te spelen."
42135859,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"Historicus Jacquo Silvertant doet al meer dan dertig jaar onderzoek naar de ondergrondse wereld.  In die tijd verzamelde hij alles wat betrekking heeft op het gebruik van het onderaardse. De lezing beperkt zich tot het Geuldal gelegen tussen Sibbe en Meerssen.
Ingang grafkelder
Silvertant bespreekt oude bouwsteenontginningen, prehistorische vuursteenmijnen, voormalige toeristische attracties, schuilkelders, waterwinlocaties, grafkelders, oorlogsfabrieken, commandocentra, schuilkapellen, mineergangen, champignon- en witlofkwekerijen etc. De lezing vindt plaats in de Valkenburgse bibliotheek op donderdag 24 november vanaf 19:00 uur.
Aanmelden gewenst via info@heuvellandbibliotheken.nl of 043-6012063 o.v.v. Geuldal Valkenburg."
42135858,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"Jeugdprins Boris (Spronck) I met zijn minister Lennart (Spits) zijn afgelopen zondag geproclameerd tot jeugdprinsenpaar van de Jeug-Karneval Vallekeberg.

Beiden voetballen bij VV Walram.
Komende zondagmiddag houden zij receptie van 14:11 tot 17: 11 uur in de Polfermolen."
42135857,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"De intocht van Sinterklaas in Valkenburg-centrum vindt komende zondagmiddag 20 november plaats bij de Geulpoort. Stichting Kinger-Aktiviteite Vallekeberg organiseert de intocht die om half een begint. Sinterklaas wordt rond 13:00 uur op het Sint Nikolaasplein voor de ‘oude kerk’ verwacht.
Archieffoto TV Valkenburg"
42135856,2504 - nieuwsartikel,2502 - Vervoer en werkzaamheden,5,1,0,"De beide dependances van hotel Croix de Bourgogne krijgen geen mergelcomposiet maar blauwe natuursteen tegen de gevel. Dat heeft wethouder Wim Weerts dinsdag bekendgemaakt. Hij zei erbij dat de stadsbouwmeester akkoord is met deze aanpassing. De reden is de instabiliteit van het nog onbekende materiaal, genaamd mergelcomposiet. Het is een ‘uitvinding’ van architect Wiel Arets en was een alternatief voor de dure mergel.
Dependances in mergelcomposiet
Grond eigendom van gemeente
Naast deze bekendmaking deelde Weerts tevens mee dat de grond waarop waarschijnlijk het hotel en de beide dependances gebouwd gaan worden, nog eigendom is van de gemeente Valkenburg aan de Geul. “Het kan mogelijk in de toekomst gebruikt worden als stok achter de deur,” aldus de wethouder die verder zei dat de omgevingsvergunning waarin andere aanpassingen aan het hotel vermeld staan, is toegekend. Vanaf nu geldt een bezwaartermijn van zes weken waarin belanghebbenden protest kunnen aantekenen.
Kademuren
Weerts legde tevens uit dat het Waterschap Limburg nog geen beslissing heeft genomen. “Dat heeft te maken met de berekeningen van het gewicht van het gehele hotel dat rust op de kademuren. Het is onduidelijk wanneer de beslissing verwacht kan worden.” De wethouder verwacht binnenkort rond de tafel te gaan zitten met de projectontwikkelaar 2Rocks en is positief gestemd over de herbouw van het voormalige hotel.
Archieffoto’s TV Valkenburg
 "
42135855,2504 - nieuwsartikel,2493 - Gezondheidszorg en corona,9,1,0,"Het college van B&W heeft besloten om iedere kern zijn eigen social sofa te geven. Het Platform Wereldburgerschap, de Seniorenraad en de B.I.Z. krijgen de opdracht om dit plan uit te voeren. De kernen Houthem en Sibbe hebben zich onlangs reeds bij de gemeente gemeld voor een social sofa. Berg en Terblijt en Broekhem nog niet, maar ook daar wordt te zijner tijd een bank geplaatst. “Daarna stopt het project,” aldus wethouder Jef Kleijnen.
Betrokkenheid inwoners
Het college vindt het social sofa project belangrijk. Kleijnen: “Er zijn heel veel vrijwilligers bij betrokken. In Schin op Geul deden zelfs 180 vrijwilligers mee aan de realisatie van zo’n bank.”
Subsidie
Voor de realisatie van de social sofa voor Schin op Geul en voor het Halderpark, heeft het college
€ 2000,- subsidie ter beschikking gesteld. Het beplakken van de sofa die in het Halderpark komt te staan wordt vandaag, woensdag 16 november gestart.
Archieffoto TV Valkenburg"
42135854,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"Wie zwaait in 2023 met de scepter over het Waterratteriek? Tijdens de traditionele prinsenproclamatie wordt de nieuwe heerser van CV de Waterratte aan het dorp gepresenteerd. Dit jaar gebeurt dat, voor het eerst, in restaurant WOODZ op de Valkenburgerweg. De deuren gaan om 20:00 uur open.
CV de Waterratte nam in februari al afscheid van oud-Prins Phil I en oud-Prinses Mariël. De nieuwe heerser zal rond 21:00 uur bekend gemaakt worden. Zanger Eric Ghelen en een DJ treden op."
42135853,2504 - nieuwsartikel,2495 - Sport,4,0,0,"VV Walram – SV Hulsberg om 14:30 uur;
SV Geuldal – DBSV om 14:30 uur in Schin op Geul;
VV Berg’28 – RKSVB om 14:30 uur;
VV Berg’28 4 – SV Sibbe om 10:00 uur."
42135852,2504 - nieuwsartikel,2493 - Gezondheidszorg en corona,9,1,0,"Woensdagavond 16 november 2022 werd de Oekraïense social sofa onthuld op het Kerkplein in Schin op Geul. Het ontwerp van de sofa is door drie Oekraïense vrouwen gemaakt die in hotel Op de Beek verblijven. Zij onthulden, gadegeslagen door veel belangstellenden, samen met wethouder Jef Kleijnen de bank.
Halderpark
Voordat de onthulling plaatsvond, startte in de middaguren een nieuw project in de Polfermolen. Daar plakte wethouder Kleijnen het eerste steentje voor de laatste social sofa in het centrum. Het is  een ontwerp van kinderboekenillustrator Marc Janssen, de bank zal in het Halderpark geplaatst worden. Eerder werden banken geplaatst op het Walramplein en in de Pelerinstraat. Zes jaar terug werden bij gemeenschapshuis Cascade in Vilt drie social sofa’s geplaatst.
Het college van B&W heeft paal en perk gesteld aan het realiseren en plaatsen van dit soort banken.
Fotograaf Jos Coenen legde de onthulling van de sofa in Schin op Geul vast.

			
				
			
				
				Marc Jansen ontwerper nieuwe sofa
				
			
				
			
				
				Kleijnen beplakt sofa die in Halderpark komt
				
			
				
			
				
				Kleijnen beplakt sofa die in Halderpark komt
				
			
				
			
				
				onthulling social sofa schin op geul
				
			
				
			
				
				onthulling social sofa schin op geul
				
			
				
			
				
				onthulling social sofa schin op geul
				
			
				
			
				
				onthulling social sofa schin op geul
				
			
				
			
				
				onthulling social sofa schin op geul
				
			
				
			
				
				onthulling social sofa schin op geul
				
			
				
			
				
				onthulling social sofa schin op geul
				
			
				
			
				
				onthulling social sofa schin op geul
				
			
				
			
				
				onthulling social sofa schin op geul"
42135851,2504 - nieuwsartikel,2501 - Cultuur en media,3,0,0,"Kunstschilder Dorieke Scheurs heeft een atelier, expositieruimte en galerie aan huis. Ze vindt de relatie tussen mens en natuur heel belangrijk en maakt zelf de grondstof voor de verf die ze gebuikt uit aarde, stenen en schelpen. Dorieke doet ook onderzoek naar het gebruik van natuurlijke materialen voor schilderijen en geeft workshops. Ze schildert vaak handen om haar verbondenheid met de natuur uit te drukken. Klik op onderstaande video om deze af te spelen."
42135850,2504 - nieuwsartikel,2502 - Vervoer en werkzaamheden,5,1,0,"Over twee weken verwacht Niels Dauven, wethouder Financiën dat de schetsontwerpen voor een nieuwe, definitieve brug in de Emmalaan klaar zijn. Nadat de rioleringswerkzaamheden zijn afgerond, wordt onderzocht of het stamriool niet beschadigd is als gevolg van de watersnoodramp van vorig jaar.
De weggespoelde brug
Toen brak de oude brug en verdween samen met twee auto’s in de Geul.
Nieuwe brug
“Mocht dan blijken dat er een noodzaak is om de Emmalaan te ontsluiten, dan zou de huidige noodbrug in het Odapark verplaatst kunnen worden naar de Emmalaan,” licht Dauven toe. Wethouder Weerts vult aan: “De huidige huurkosten van de brug bij de basisschool zijn hoger dan de aanschafkosten voor een nieuwe brug. Dan is een en een twee,” verduidelijkt hij waarna hij er aan toevoegde dat de nieuwe brug besteld is.
Archieffoto TV Valkenburg"
42135849,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,1,0,"Zaterdagavond 19 november 2022 vindt de officiële opening van Kerststad Valkenburg plaats om 19:15 uur op het Walramplein. Voorzitter Gert Veenhuizen en loco-burgemeester Niels Dauven verrichten de openingshandeling. Daarna kunnen de aanwezigen genieten van de Landal Christmas Parade. Kerststad Valkenburg duurt tot en met 8 januari 2023.
route kerstparade 2022
Route kerstparade
De kerstparade zal tot en met woensdag 21 december op elke woensdag vanaf 19:00 uur en elke zaterdag vanaf 19:30 uur door de straten van het centrum trekken. De  route is als volgt: Poststraat, Dr. Erensstraat, St. Pieterstraat, Walramplein, Hovetstraat, Berkelstraat, Grotestraat-c. en via de Bogaardlaan naar het Walramplein waar de parade ontbonden wordt. Mocht het in de Grotestraat-c en in de Berkelstraat te druk zijn, dan leiden verkeersregelaars bezoekers naar minder drukke plekken zoals de Pelerinstraat, de Dr.Erensstraat en het Walramplein.
Archieffoto TV Valkenburg"
42135848,2504 - nieuwsartikel,2499 - Jubilea en herdenkingen,10,0,0,"De Valkenburgse veteranen hebben zich verenigd in een stichting met als naam Stichting Veteranen Valkenburg aan de Geul en omstreken. De statuten zijn onlangs gepasseerd en aangeboden aan het Veteranen Platform. Op vrijdag 11 november jl. heeft dat platform de stichting benoemd tot ‘Buitengewoon Lid’. “Dit betekent dat we nu “officieel” bestaan en dus ook een rechtspersoon zijn,” aldus voorzitter Jos Geelen die erg opgelucht is. Hij vervolgt: “Wij zijn er voor alle Zuid-Limburgse veteranen. In de omringende gemeenten is nergens een veteranenstichting/vereniging. We hopen zoveel mogelijk veteranen te bereiken, te verenigen en hun belangen te behartigen.”
Het bestuur bestaat verder uit Nico Frissen, secretaris, Bjorn Jansen, penningmeester en Gunter Croes, algemeen bestuurslid en tevens webmaster.
Meer informatie vindt u op hun website: www.veteranenvalkenburg.nl"
42135847,2504 - nieuwsartikel,2501 - Cultuur en media,3,0,0,"De Heemkundevereniging Schin op Geul brengt binnenkort voor de 21ste keer een dorpskalender uit. Naast oude foto’s bevat de kalender geplande evenementen voor Schin op Geul en Oud-Valkenburg. Hij is te bestellen via Jeanny Neven 043-4592295 of John van Weersch 06-18902051.
Archieffoto heemkundevereniging Schin op Geul"
42135846,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"De groep El Rambsjie met het liedje ‘Heylala ’t ies Vastelaovestied’ heeft vrijdagavond de Valkenburgse sjlagerverkezing gewonnen. De in Houthem gehouden verkiezing leverde voor de Jeugkarneval Valkeberg een mooie tweede plaats op. Zij wonnen de publieksprijs. Derde eindigde het Duo Ammezeer. Volgens de organisatie was het een zeer geslaagde eerste editie. De verkieizng wordt volgend jaar in Sibbe georganiseerd.
Foto’s Raoul Limpens, cv de Boschrave"
42135845,2504 - nieuwsartikel,2497 - Natuur en milieu,7,1,0,"Vrijdagochtend 18 november 2022 hebben vrijwilligers een begin gemaakt met het opruimen van de volkstuintjes aan de Klaterstraat in Broekhem. De gemeente had gezorgd voor gereedschap.
Bijna drie uur werken leverde een berg afval op die later met groot materieel afgevoerd zal worden.
De actie is op touw gezet om een start te maken met de herinrichting van het natuurgebied Ingendael. Verleden week zaterdag is de buurt geïnformeerd tijdens een wandeling.
Klik hier om de aanpassingen te lezen.
Foto’s gemaakt door Tom Sijstermans van de gemeente"
42135844,2504 - nieuwsartikel,2501 - Cultuur en media,3,0,0,"De tekeningen van Dagmar Colen zijn zo realistisch dat ze nauwelijks van foto’s zijn te onderscheiden. Ze is vaak uren met een tekening bezig en maakt vooral in opdracht tekeningen aan de hand van foto’s. Als ze zelf haar onderwerp kiest, tekent ze graag bekende filmsterren en muzikanten maar ook dieren. Dagmar heeft eind 2021 meegewerkt aan het bekende TV-programma ‘Sterren op het doek’ waarin kunstenaars portretten maken van bekende Nederlanders.
Klik op onderstaande afbeelding om de aflevering te starten."
42135843,2504 - nieuwsartikel,2502 - Vervoer en werkzaamheden,5,0,0,Op dinsdag 22 en woensdag 23 november vinden er werkzaamheden plaats op de kruising Dorpstraat – Gatsestraat in Sibbe. Hiervoor wordt het kruispunt volledig afgesloten voor doorgaand verkeer. Er wordt een omleidingsroute ingesteld.
42135842,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"TV Valkenburg zal ook dit jaar weer aandacht besteden aan carnaval. Dit gaat op meerdere manieren gebeuren. Eén ervan willen wij nu al onder de aandacht brengen. Tijdens de “vastelaovesdaag” zenden wij een muzikaal vastelaovesprogramma uit. Hiervoor zijn wij op zoek naar nieuwe vastelaovesclips. Wij nodigen daarom alle artiesten uit hun nieuwe clip in te sturen via: info@tvvalkenburg.tv
De uiterste inleverdatum is zaterdag 31 december."
42135351,2506 - achtergrond,2502 - Vervoer en werkzaamheden,5,1,1,"Het is tijd dat er iets gaat gebeuren, vinden de heren Oehlen en Leenen. ‘Als er niks gebeurt dan ligt de schoorsteen over een aantal jaren om’, denkt Oehlen. ‘De gemeente investeert heel veel geld in de binnenstad met oude gebouwen. Terwijl hier een perceel ligt dat heel veel vertelt over de geschiedenis van Tegelen en daar gebeurt niks mee’, zegt Leenen.
Silicon Valley
Dat vinden de twee Tegelenaren jammer. Want het gebied rond de schoorsteen vertelt een belangrijk verhaal. Tot 1986 lag er de fabriek van Canoy-Herfkens, een baksteenfabrikant die op deze plek in 1880 begon en jarenlang marktleider was op het gebied van fabrieksschoorsteenbouw. Bakstenen van bekende fabrieken als Hoogovens, Philips, Heineken en Wilton-Fijenoord waren van Tegelse makelij. ‘Je zou kunnen zeggen dat deze fabriek het Silicon Valley was van de industriële revolutie toentertijd’, zegt Oehlen.
Stadspark
Hoewel de schoorsteen een rijksmonument is, verkeert die in erbarmelijke staat. Geen gezicht, vinden beide heren. Leenen zou graag zien dat het gebied rondom de toren wordt aangepakt. ‘Ik stel het me zo voor: een stadspark, met hier en daar een wandelpad, en plekken om te recreëren voor gezinnen met kinderen. Een treintje dat er rondrijdt en een plek om stil te staan bij de historie van de keramische industrie in Tegelen.’
Wethouder
Om aandacht te vragen voor het Tegelse rijksmonument nodigden Leenen en Oehlen vandaag wethouder Tom Verhaegh uit. De wethouder kreeg een rondleiding over het terrein en werd bijgepraat over het belang van het behoud van deze voor Tegelen historisch belangrijke plek.&nbsp;
Actie
In een reactie laat de wethouder weten dat het goed is dat hij de schoorsteen zelf gezien heeft en dat er aandacht voor is. De gemeente heeft de eigenaar van het terrein al herhaaldelijk gevraagd om actie te ondernemen. In een eerder stadium is aangegeven dat er wordt overgegaan tot handhaving. De gemeente wil dit traject intensiveren zodat er zo snel mogelijk actie wordt ondernomen."
42135350,2504 - nieuwsartikel,2502 - Vervoer en werkzaamheden,5,1,0,Tegelenaren Theo Leenen en Math Oehlen maken zich al jaren sterk voor het behoud van de rijksmonumentale schoorsteen van de fabriek van Canoy-Herfkens. Het liefst zien de heren een stadspark verschijnen op het terrein rond de schoorsteen.
42135349,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"Tante Bet is een café voornamelijk voor 40-plussers, de bedoeling is dat dit ook zo blijft.&nbsp;
Naam
Dat het café de naam Tante Bet (ook wel de Venlose roddeltante) heeft gekregen komt door het gerucht dat Piet de zaak in 2006 zou gaan overnemen. 'In die tijd hebben wij elke week het stuk uit de krant genaamd Tante Bet hier opgehangen. Die naam hebben we er altijd ingehouden', vertelt Piet.&nbsp;
Pensioen
Volgens Piet was het de hoogste tijd om het stokje door te geven. Toch zal hij er ondanks zijn pensioen nog vaak te vinden zijn. 'Nu ik de geschikte kandidaten heb gevonden, kan ik aan de goede kant van de bar gaan zitten.' Echtpaar Jerry en Kristel van Ham nemen het café over en zijn nu druk bezig de kneepjes van het vak onder de knie te krijgen. 'Piet en ik oefenen nu nog met het maken van goede cappuccino's', aldus Kristel.&nbsp;
Afscheidsfeest
Het afscheid van Piet en de verwelkoming van de nieuwe eigenaren vindt plaats op zondag 29 januari in het café, iedereen is welkom.&nbsp;"
42135348,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"Daarmee blijft 2022 een beetje achter bij het pre-corona-jaar 2019 toen er 53.500 mensen bereikt werden en 32.500 tickets werden verkocht. Maar dat jaar was ook meteen een recordjaar.&nbsp;
Lockdown
Bovendien had Grenswerk net als andere culturele instellingen in januari nog te kampen met een lockdown en waren de effecten daarvan ook in februari nog merkbaar. Pas in maart zag het podium de bezoekersstroom weer op gang komen.
Trend
Grenswerk loopt hiermee in de pas met twee andere grote gemeentelijke cultuurinstellingen De Maaspoort en Museum van Bommel van Dam die woensdag al een vergelijkbare trend in bezoekers meldden.&nbsp;
Uitverkocht
In totaal verkocht Grenswerk afgelopen jaar twintig keer de zaal uit. Met lokale artiesten als Frans Pollux en TOP2000 in Concert maar ook met internationale acts zoals de Duitse punkband Broilers.&nbsp;
Samenwerking
Grenswerk bereikte ook veel publiek in samenwerking met De Maaspoort. Samen organiseerden ze het festival Aan de Waterkant en grote shows van artiesten als Wende, Kim Wilde en het dancefestival Airwalk XL.
Nieuwe generatie
Directeur Tim Gaal stelt tevreden te zijn over de animo voor Grenswerk. Vooral omdat ook een jonge nieuwe generatie bezoekers het podium heeft gevonden. Wel ziet hij dat kaartverkoop later op gang komt dan voorheen. Hij wijt dat aan de onzekere tijden."
42135346,2504 - nieuwsartikel,2503 - Evenementen en uitgaan,2,0,0,"Na zestien jaar neemt kastelein Peter Dings, beter bekend als Piet, afscheid van zijn café Tante Bet aan de Parade. Hij geeft het stokje over aan echtpaar Jerry en Kristel van Ham."
42135345,2504 - nieuwsartikel,2501 - Cultuur en media,3,0,0,"Presentator: Harry Lucker

- Vooruitblik op halve finale LVK
- Fotoclub viert eeuwfeest met expositie"
42135344,2504 - nieuwsartikel,2502 - Vervoer en werkzaamheden,5,0,0,"In het kader van de campagne Mis Niks is een filmpje van bijna vier minuten gemaakt bij een lied van zangeres Danique. Livia Lamers speelt de hoofdrol in die clip.
Leven trekt voorbij
In de clip zien we een scholiere op de fiets, die druk is met haar telefoon. Doordat ze niet oplet wordt ze aangereden door een vrachtwagen. Nadat het beeld op zwart gaat, zien we de tiener terug terwijl de toekomst aan haar voorbij trekt. Bijzondere momenten in het leven komen voorbij: eerste liefde, feestjes, reizen en uiteindelijk een gezin. In het eindshot is het levenloze lichaam van het meisje te zien naast een verbrijzelde telefoon. 'Laat je telefoon je toekomst niet stelen. Mis niks!', luidt de boodschap.
Livia Lamers speelde eerder mee in de Venlose Revue en bij het Volkstheater Frans Boermans. Daar vertolkte ze de rol van een jonge Frans Boermans in de voorstelling&nbsp;'t Is maar veur efkes (2017)."
